order_id,order_date,customer_id,customer_age,region,channel,category,product,unit_price,quantity,discount_pct,revenue,payment_method,order_status,rating
ORD-002599,2026-07-06,CUST-00045,51.0,Central,Marketplace,Electronics,Laptop Stand,30.26,3,5,86.24,Debit Card,Completed,
ORD-002600,2024-11-10,CUST-00598,57.0,Central,Website,Sports,Water Bottle,27.46,1,10,24.71,Debit Card,Completed,2.9
ORD-002601,2025-09-14,CUST-00289,53.0,East,Website,Beauty,Hair Dryer,81.48,1,20,65.18,Credit Card,Completed,2.0
ORD-002602,2025-12-25,CUST-00196,41.0,North,Website,Home & Kitchen,Knife Set,100.7,2,15,171.19,Crypto,Completed,
ORD-002603,2025-03-11,CUST-00893,55.0,North,In-Store,Electronics,Smartwatch,305.53,1,15,259.7,Credit Card,Completed,2.5
ORD-002604,2025-01-29,CUST-00255,68.0,Central,Mobile App,Clothing,Yoga Pants,45.08,1,10,40.57,Crypto,Completed,4.7
ORD-002605,2026-04-29,CUST-00851,60.0,North,Marketplace,Clothing,Winter Coat,150.06,1,15,127.55,Gift Card,Completed,4.8
ORD-002606,2026-02-04,CUST-00566,23.0,South,Website,Home & Kitchen,Knife Set,50.77,1,5,48.23,Credit Card,Completed,
ORD-002607,2025-08-03,CUST-00879,62.0,Central,Mobile App,Books,Python Programming,33.05,1,0,33.05,PayPal,Completed,4.7
ORD-002608,2026-01-07,CUST-00895,41.0,Central,Mobile App,Books,Data Science Guide,20.75,1,0,20.75,PayPal,Completed,
ORD-002609,2025-12-10,CUST-00049,22.0,West,Mobile App,Toys,LEGO Set,108.7,2,0,217.4,PayPal,Completed,3.1
ORD-002610,2026-08-31,CUST-00363,60.0,West,Website,Electronics,Smartwatch,130.37,3,15,332.44,Crypto,Completed,2.8
ORD-002611,2025-10-09,CUST-00744,57.0,East,Website,Automotive,Car Vacuum,36.78,2,0,73.56,Debit Card,Returned,2.1
ORD-002612,2026-07-04,CUST-00624,29.0,North,Marketplace,Automotive,Car Phone Mount,29.53,1,0,29.53,Crypto,Completed,2.2
ORD-002613,2026-02-05,CUST-00018,53.0,South,Website,Toys,Board Game,11.59,1,15,9.85,Crypto,Completed,3.8
ORD-002614,2025-08-24,CUST-00248,59.0,North,Mobile App,Electronics,Laptop Stand,51.89,1,20,41.51,Credit Card,Completed,3.4
ORD-002615,2025-04-23,CUST-00330,35.0,South,Website,Beauty,Perfume,56.64,2,0,113.28,Crypto,Cancelled,
ORD-002616,2026-03-21,CUST-00614,55.0,East,Marketplace,Automotive,Seat Covers,69.43,2,5,131.92,Crypto,Completed,4.3
ORD-002617,2026-03-16,CUST-00013,47.0,South,Mobile App,Sports,Gym Bag,26.09,1,0,26.09,Credit Card,Completed,
ORD-002618,2025-11-19,CUST-00973,30.0,South,Mobile App,Automotive,Car Phone Mount,42.39,1,5,40.27,PayPal,Completed,1.8
ORD-002619,2025-05-31,CUST-00907,20.0,North,Mobile App,Electronics,USB-C Hub,41.75,2,0,83.5,Gift Card,Completed,1.2
ORD-002620,2024-10-17,CUST-00275,32.0,East,Website,Sports,Gym Bag,23.3,3,20,55.92,PayPal,Completed,2.8
ORD-002621,2026-01-01,CUST-00680,24.0,Central,Marketplace,Books,Data Science Guide,29.84,2,10,53.71,PayPal,Completed,3.3
ORD-002622,2025-09-09,CUST-00369,29.0,South,In-Store,Automotive,Car Phone Mount,32.83,2,15,55.81,Credit Card,Completed,3.3
ORD-002623,2026-09-23,CUST-00396,47.0,North,In-Store,Toys,Puzzle 1000pc,37.47,1,0,37.47,Gift Card,Completed,1.9
ORD-002624,2025-06-22,CUST-00712,68.0,South,Website,Books,Fiction Novel,22.77,3,15,58.06,Crypto,Completed,4.7
ORD-002625,2026-07-17,CUST-00678,47.0,South,Marketplace,Beauty,Hair Dryer,55.87,2,5,106.15,Debit Card,Cancelled,2.6
ORD-002626,2025-08-06,CUST-00982,56.0,South,Website,Clothing,Yoga Pants,60.06,1,25,45.05,Debit Card,Returned,2.9
ORD-002627,2025-12-30,CUST-00375,56.0,East,Mobile App,Toys,Puzzle 1000pc,61.19,3,5,174.39,Credit Card,Completed,2.3
ORD-002628,2026-03-09,CUST-00140,66.0,East,Website,Home & Kitchen,Air Fryer,146.65,2,0,293.3,Gift Card,Completed,4.5
ORD-002629,2025-11-20,CUST-00607,58.0,Central,Mobile App,Sports,Jump Rope,12.39,1,0,12.39,Crypto,Completed,3.7
ORD-002630,2026-09-19,CUST-00237,24.0,Central,Marketplace,Beauty,Perfume,70.05,1,15,59.54,PayPal,Completed,4.4
ORD-002631,2025-05-27,CUST-00155,57.0,East,Website,Toys,Puzzle 1000pc,34.83,1,10,31.35,Gift Card,Returned,2.3
ORD-002632,2025-04-27,CUST-00683,38.0,North,Marketplace,Home & Kitchen,Bed Sheets,75.67,2,0,151.34,Credit Card,Completed,1.3
ORD-002633,2025-05-14,CUST-00471,23.0,South,Mobile App,Toys,LEGO Set,50.53,1,15,42.95,PayPal,Pending,3.5
ORD-002634,2026-07-04,CUST-00689,54.0,Central,Mobile App,Home & Kitchen,Air Fryer,188.75,1,0,188.75,Debit Card,Completed,4.9
ORD-002635,2024-12-28,CUST-00202,47.0,South,Website,Electronics,Bluetooth Speaker,212.9,4,5,809.02,PayPal,Completed,3.0
ORD-002636,2024-12-09,CUST-00993,22.0,East,Marketplace,Books,Cook Book,64.86,3,20,155.66,Credit Card,Completed,
ORD-002637,2026-06-14,CUST-00084,42.0,Central,Marketplace,Home & Kitchen,Coffee Maker,32.52,1,0,32.52,Crypto,Returned,
ORD-002638,2025-11-21,CUST-00424,58.0,East,Marketplace,Clothing,Denim Jacket,150.05,2,0,300.1,Crypto,Completed,1.8
ORD-002639,2024-11-11,CUST-00016,60.0,South,Website,Clothing,Polo Shirt,69.09,1,5,65.64,Gift Card,Completed,3.9
ORD-002640,2025-10-11,CUST-00153,55.0,West,Marketplace,Home & Kitchen,Knife Set,34.31,2,20,54.9,Credit Card,Completed,2.0
ORD-002641,2025-12-04,CUST-00866,34.0,South,In-Store,Sports,Gym Bag,99.66,4,10,358.78,PayPal,Completed,4.0
ORD-002642,2024-11-10,CUST-00821,25.0,West,Marketplace,Sports,Gym Bag,44.1,1,25,33.08,Gift Card,Completed,
ORD-002643,2025-08-17,CUST-00048,53.0,West,Website,Clothing,Yoga Pants,64.16,1,0,64.16,Gift Card,Completed,
ORD-002644,2026-04-13,CUST-00720,28.0,East,Mobile App,Automotive,Tire Inflator,30.57,1,5,29.04,Credit Card,Completed,3.8
ORD-002645,2025-11-07,CUST-00176,33.0,East,Mobile App,Automotive,Car Vacuum,57.13,1,10,51.42,Debit Card,Completed,4.8
ORD-002646,2024-10-27,CUST-00742,22.0,West,Website,Automotive,Dash Cam,58.06,1,0,58.06,Credit Card,Completed,3.0
ORD-002647,2025-02-12,CUST-00635,68.0,Central,Mobile App,Electronics,Smartwatch,185.74,1,5,176.45,Crypto,Completed,2.8
ORD-002648,2025-09-14,CUST-00874,34.0,Central,Website,Books,Fiction Novel,21.01,1,25,15.76,PayPal,Completed,4.3
ORD-002649,2025-04-25,CUST-00491,40.0,South,In-Store,Automotive,Seat Covers,58.94,1,0,58.94,Crypto,Completed,2.7
ORD-002650,2025-06-21,CUST-00165,68.0,East,In-Store,Toys,Puzzle 1000pc,36.16,2,0,72.32,PayPal,Completed,1.8
ORD-002651,2025-04-28,CUST-00256,34.0,North,Marketplace,Electronics,Bluetooth Speaker,33.95,1,5,32.25,Gift Card,Completed,1.7
ORD-002652,2025-11-09,CUST-00859,30.0,South,Marketplace,Home & Kitchen,Blender,97.03,4,25,291.09,Credit Card,Cancelled,3.1
ORD-002653,2026-01-05,CUST-00438,18.0,East,Marketplace,Clothing,Denim Jacket,69.38,2,0,138.76,PayPal,Completed,
ORD-002654,2026-07-09,CUST-00866,45.0,North,Mobile App,Automotive,Dash Cam,42.76,3,10,115.45,Debit Card,Completed,
ORD-002655,2026-05-17,CUST-00910,40.0,South,Mobile App,Home & Kitchen,Bed Sheets,58.36,1,5,55.44,PayPal,Completed,3.9
ORD-002656,2026-01-10,CUST-00980,67.0,East,Marketplace,Beauty,Face Serum,42.75,2,0,85.5,Credit Card,Completed,3.8
ORD-002657,2025-07-14,CUST-00213,38.0,North,Website,Sports,Resistance Bands,14.56,1,20,-11.65,Crypto,Completed,1.5
ORD-002658,2025-08-20,CUST-00003,47.0,South,Mobile App,Electronics,Smartwatch,322.75,2,10,580.95,Debit Card,Cancelled,1.8
ORD-002659,2024-12-08,CUST-00786,63.0,Central,Website,Beauty,Moisturizer,65.35,1,25,49.01,Gift Card,Completed,4.5
ORD-002660,2025-12-21,CUST-00804,31.0,West,Mobile App,Toys,Remote Car,43.9,2,15,74.63,Gift Card,Completed,1.0
ORD-002661,2025-03-16,CUST-00066,61.0,North,Website,Electronics,Laptop Stand,36.45,1,20,29.16,Crypto,Completed,1.0
ORD-002662,2026-05-20,CUST-00029,44.0,North,Website,Sports,Water Bottle,26.37,1,5,25.05,Credit Card,Completed,3.3
ORD-002663,2025-07-21,CUST-00099,44.0,North,Website,Home & Kitchen,Blender,37.07,2,0,74.14,PayPal,Returned,4.9
ORD-002664,2025-09-10,CUST-00126,26.0,East,Marketplace,Toys,LEGO Set,75.82,1,15,64.45,PayPal,Completed,3.8
ORD-002665,2025-01-09,CUST-00467,62.0,West,Mobile App,Electronics,Laptop Stand,36.87,2,10,66.37,Debit Card,Completed,1.2
ORD-002666,2025-03-16,CUST-00349,39.0,South,Mobile App,Sports,Jump Rope,15.94,1,0,15.94,Credit Card,Completed,
ORD-002667,2026-05-14,CUST-00855,23.0,South,Mobile App,Home & Kitchen,Knife Set,40.99,2,10,73.78,Gift Card,Completed,1.2
ORD-002668,2025-07-08,CUST-00244,18.0,North,Website,Automotive,Seat Covers,62.53,1,0,62.53,PayPal,Returned,4.2
ORD-002669,2025-09-15,CUST-00819,62.0,East,Marketplace,Automotive,Car Phone Mount,33.35,2,5,63.37,Debit Card,Completed,1.9
ORD-002670,2026-08-11,CUST-00901,56.0,South,Website,Beauty,Perfume,89.47,2,5,169.99,PayPal,Completed,2.8
ORD-002671,2025-10-06,CUST-00607,46.0,Central,Website,Clothing,Running Shoes,103.89,1,15,88.31,PayPal,Completed,4.9
ORD-002672,2025-05-18,CUST-00090,,,Website,Sports,Water Bottle,25.84,2,10,46.51,Gift Card,Pending,
ORD-002673,2025-08-03,CUST-00357,42.0,South,Website,Automotive,Car Phone Mount,33.94,1,0,33.94,Debit Card,Completed,3.4
ORD-002674,2026-06-14,CUST-00470,51.0,West,Mobile App,Electronics,Wireless Earbuds,140.54,1,0,140.54,Credit Card,Completed,3.3
ORD-002675,2024-11-14,CUST-00288,66.0,West,In-Store,Books,Python Programming,50.75,1,20,40.6,Credit Card,Completed,3.3
ORD-002676,2024-11-29,CUST-00130,32.0,West,Website,Automotive,Car Vacuum,83.45,1,15,70.93,PayPal,Completed,4.6
ORD-002677,2025-11-07,CUST-00904,53.0,Central,Mobile App,Books,Fiction Novel,25.36,0,15,43.11,Debit Card,Completed,4.9
ORD-002678,2025-05-18,CUST-00786,,East,Marketplace,Toys,Doll Set,43.78,1,10,39.4,Gift Card,Completed,
ORD-002679,2025-08-21,CUST-00292,37.0,Central,Mobile App,Electronics,Wireless Earbuds,96.03,1,5,91.23,Gift Card,Returned,3.6
ORD-002680,2025-12-26,CUST-00676,43.0,East,Marketplace,Sports,Water Bottle,32.78,1,20,26.22,PayPal,Completed,1.2
ORD-002681,2026-05-12,CUST-00949,54.0,East,Website,Home & Kitchen,Bed Sheets,30.42,2,10,54.76,Debit Card,Completed,2.4
ORD-002682,2025-10-24,CUST-00266,58.0,South,Website,Clothing,Polo Shirt,18.03,1,15,15.33,Gift Card,Completed,2.3
ORD-002683,2024-12-20,CUST-00587,,West,Website,Electronics,USB-C Hub,96.99,1,15,82.44,PayPal,Completed,
ORD-002684,2025-04-12,CUST-00074,20.0,West,Mobile App,Beauty,Lip Gloss Set,22.65,2,15,38.5,PayPal,Pending,2.2
ORD-002685,2024-12-22,CUST-00687,61.0,North,Marketplace,Automotive,Dash Cam,73.99,2,5,140.58,Crypto,Completed,4.5
ORD-002686,2025-09-17,CUST-00003,63.0,West,Mobile App,Books,Business Mindset,28.89,1,10,26.0,Debit Card,Completed,1.8
ORD-002687,2025-11-08,CUST-00419,20.0,Central,Mobile App,Beauty,Perfume,40.6,2,20,64.96,PayPal,Completed,3.7
ORD-002688,2025-03-31,CUST-00142,39.0,West,Website,Home & Kitchen,Coffee Maker,32.35,1,25,24.26,Debit Card,Completed,
ORD-002689,2025-05-01,CUST-00609,45.0,North,Website,Clothing,Yoga Pants,50.54,2,0,101.08,Debit Card,Completed,1.3
ORD-002690,2025-02-10,CUST-00322,27.0,East,Website,Beauty,Face Serum,35.82,2,15,60.89,Crypto,Pending,
ORD-002691,2026-01-14,CUST-00076,35.0,South,Mobile App,Electronics,Wireless Earbuds,63.08,1,5,59.93,PayPal,Completed,2.4
ORD-002692,2025-07-14,CUST-00565,64.0,Central,Website,Automotive,Tire Inflator,39.67,1,0,39.67,Gift Card,Completed,2.9
ORD-002693,2025-09-27,CUST-00415,33.0,North,In-Store,Electronics,USB-C Hub,34.43,1,5,32.71,Debit Card,Cancelled,3.2
ORD-002694,2025-11-21,CUST-00571,39.0,East,Website,Electronics,Laptop Stand,60.11,1,0,60.11,Credit Card,Cancelled,2.3
ORD-002695,2025-08-24,CUST-00723,61.0,East,Mobile App,Beauty,Face Serum,27.56,2,5,52.36,Crypto,Completed,3.4
ORD-002696,2026-09-13,CUST-00420,,South,Mobile App,Sports,Resistance Bands,16.11,3,0,48.33,Gift Card,Completed,
ORD-002697,2026-06-01,CUST-00677,61.0,South,In-Store,Home & Kitchen,Coffee Maker,78.04,3,5,222.41,Crypto,Cancelled,1.7
ORD-002698,2026-06-12,CUST-00972,59.0,East,Mobile App,Home & Kitchen,Coffee Maker,37.45,1,5,35.58,Crypto,Completed,1.1
ORD-002699,2025-05-23,CUST-00349,57.0,North,Website,Automotive,Car Phone Mount,33.78,2,0,67.56,Credit Card,Completed,2.0
ORD-002700,2025-04-26,CUST-00168,61.0,North,Website,Electronics,USB-C Hub,35.55,3,5,101.32,Credit Card,Completed,2.0
ORD-002701,2025-04-12,CUST-00075,39.0,Central,Website,Books,Fiction Novel,17.42,2,20,27.87,Crypto,Returned,1.4
ORD-002702,2026-09-16,CUST-00942,,,Website,Books,Python Programming,30.22,3,0,90.66,Credit Card,Cancelled,
ORD-002703,2026-06-17,CUST-00465,46.0,North,Website,Books,Cook Book,27.78,5,0,138.9,Gift Card,Completed,3.2
ORD-002704,2025-07-22,CUST-00199,23.0,South,Website,Home & Kitchen,Blender,120.07,3,0,360.21,Gift Card,Returned,1.1
ORD-002705,2025-02-26,CUST-00924,35.0,East,Website,Home & Kitchen,Bed Sheets,57.49,1,10,51.74,Crypto,Completed,1.5
ORD-002706,2026-03-17,CUST-00839,70.0,North,Mobile App,Automotive,Tire Inflator,24.74,3,10,66.8,PayPal,Completed,2.0
ORD-002707,2026-03-05,CUST-00564,46.0,West,Mobile App,Beauty,Moisturizer,25.02,1,0,25.02,Crypto,Completed,2.0
ORD-002708,2025-04-14,CUST-00480,57.0,West,Marketplace,Electronics,Bluetooth Speaker,56.4,1,5,53.58,Credit Card,Pending,
ORD-002709,2026-04-17,CUST-00535,61.0,North,Marketplace,Automotive,Dash Cam,85.03,1,0,85.03,Debit Card,Completed,4.6
ORD-002710,2025-03-14,CUST-00002,39.0,East,Website,Clothing,Polo Shirt,21.26,4,5,80.79,Crypto,Completed,2.7
ORD-002711,2026-02-11,CUST-00207,54.0,North,Mobile App,Toys,Puzzle 1000pc,17.68,1,0,17.68,Crypto,Completed,4.9
ORD-002712,2026-03-18,CUST-00196,41.0,North,Marketplace,Beauty,Face Serum,22.93,4,10,82.55,PayPal,Completed,2.0
ORD-002713,2026-03-28,CUST-00087,46.0,Central,Mobile App,Sports,Yoga Mat,42.18,2,15,71.71,Gift Card,Completed,1.1
ORD-002714,2026-02-28,CUST-00799,47.0,West,Mobile App,Electronics,Wireless Earbuds,62.48,1,10,56.23,Credit Card,Completed,
ORD-002715,2025-10-22,CUST-00292,46.0,South,Website,Clothing,Running Shoes,85.47,2,0,170.94,Gift Card,Completed,3.4
ORD-002716,2024-11-19,CUST-00336,48.0,North,Website,Home & Kitchen,Knife Set,68.88,1,10,61.99,Gift Card,Cancelled,
ORD-002717,2026-01-22,CUST-00029,28.0,South,Website,Electronics,Wireless Earbuds,69.05,2,15,117.38,Credit Card,Completed,3.3
ORD-002718,2025-11-14,CUST-00691,,,Mobile App,Books,Fiction Novel,14.28,2,0,28.56,Crypto,Completed,
ORD-002719,2025-07-24,CUST-00433,40.0,East,Mobile App,Automotive,Seat Covers,69.93,1,20,55.94,Crypto,Completed,4.0
ORD-002720,2025-11-30,CUST-00782,36.0,East,Mobile App,Home & Kitchen,Bed Sheets,88.53,1,10,79.68,Debit Card,Completed,
ORD-002721,2026-04-17,CUST-00299,47.0,North,In-Store,Clothing,Yoga Pants,54.34,5,0,271.7,PayPal,Completed,
ORD-002722,2026-09-04,CUST-00405,,,Marketplace,Books,Cook Book,36.55,1,15,31.07,Gift Card,Completed,
ORD-002723,2025-09-06,CUST-00091,43.0,West,Website,Electronics,Bluetooth Speaker,68.24,1,5,64.83,Credit Card,Returned,3.5
ORD-002724,2024-10-11,CUST-00528,61.0,North,Website,Clothing,Yoga Pants,42.51,4,10,153.04,PayPal,Completed,3.9
ORD-002725,2026-03-28,CUST-00579,38.0,Central,Mobile App,Beauty,Lip Gloss Set,13.11,5,5,62.27,Crypto,Completed,4.1
ORD-002726,2025-06-13,CUST-00923,22.0,North,Website,Home & Kitchen,Bed Sheets,72.88,1,0,72.88,Credit Card,Cancelled,4.2
ORD-002727,2026-05-17,CUST-00625,40.0,Central,Mobile App,Sports,Jump Rope,13.65,3,20,32.76,PayPal,Completed,1.3
ORD-002728,2026-02-06,CUST-00839,18.0,West,Marketplace,Toys,LEGO Set,40.63,3,0,121.89,Debit Card,Completed,4.4
ORD-002729,2025-09-23,CUST-00272,39.0,South,Website,Electronics,Smartwatch,136.17,1,20,108.94,Crypto,Completed,
ORD-002730,2026-07-22,CUST-00589,57.0,Central,Marketplace,Beauty,Perfume,83.16,1,0,83.16,Crypto,Cancelled,1.4
ORD-002731,2024-11-15,CUST-00482,29.0,East,Mobile App,Home & Kitchen,Air Fryer,233.4,3,15,595.17,Gift Card,Completed,1.0
ORD-002732,2024-10-20,CUST-00561,49.0,East,Mobile App,Books,Cook Book,48.08,4,5,182.7,Debit Card,Completed,2.8
ORD-002733,2025-04-15,CUST-00820,57.0,South,Mobile App,Beauty,Hair Dryer,24.27,2,0,48.54,Debit Card,Completed,4.4
ORD-002734,2025-05-10,CUST-00964,36.0,West,Website,Automotive,Car Vacuum,62.69,1,10,56.42,PayPal,Completed,2.8
ORD-002735,2024-12-23,CUST-00626,18.0,South,Marketplace,Clothing,Denim Jacket,109.76,5,0,548.8,Gift Card,Pending,2.7
ORD-002736,2026-05-12,CUST-00341,,,In-Store,Beauty,Hair Dryer,51.86,1,10,46.67,Gift Card,Completed,
ORD-002737,2025-02-11,CUST-00541,40.0,East,Marketplace,Electronics,Wireless Earbuds,41.81,1,0,41.81,Crypto,Completed,4.2
ORD-002738,2026-09-06,CUST-00369,33.0,West,Mobile App,Toys,LEGO Set,89.38,2,0,178.76,Crypto,Completed,
ORD-002739,2025-12-14,CUST-00629,20.0,East,Mobile App,Electronics,USB-C Hub,34.26,4,5,130.19,PayPal,Pending,
ORD-002740,2026-08-17,CUST-00248,59.0,South,Website,Home & Kitchen,Coffee Maker,83.94,2,20,134.3,Crypto,Pending,4.5
ORD-002741,2025-03-25,CUST-00166,24.0,East,Website,Automotive,Car Phone Mount,20.89,2,10,37.6,PayPal,Completed,
ORD-002742,2024-10-14,CUST-00504,43.0,Central,Marketplace,Home & Kitchen,Air Fryer,98.29,2,10,176.92,Gift Card,Cancelled,4.2
ORD-002743,2026-01-10,CUST-00356,38.0,Central,Marketplace,Toys,LEGO Set,34.24,1,20,27.39,PayPal,Completed,2.4
ORD-002744,2026-01-17,CUST-00644,28.0,Central,Mobile App,Sports,Yoga Mat,26.97,2,0,53.94,Debit Card,Completed,
ORD-002745,2025-04-23,CUST-00324,29.0,Central,Website,Toys,Puzzle 1000pc,24.1,1,20,19.28,Gift Card,Cancelled,4.0
ORD-002746,2026-09-01,CUST-00037,70.0,East,Website,Home & Kitchen,Blender,113.2,1,5,107.54,Debit Card,Completed,3.7
ORD-002747,2025-12-28,CUST-00172,45.0,South,Marketplace,Automotive,Car Phone Mount,54.05,1,15,45.94,Credit Card,Completed,2.5
ORD-002748,2024-09-25,CUST-00767,39.0,West,Mobile App,Sports,Resistance Bands,31.95,1,20,25.56,Debit Card,Completed,3.7
ORD-002749,2025-07-21,CUST-00388,53.0,North,Marketplace,Home & Kitchen,Bed Sheets,36.08,2,5,68.55,Debit Card,Completed,2.9
ORD-002750,2026-01-24,CUST-00762,40.0,North,Mobile App,Books,Business Mindset,16.98,1,0,16.98,Gift Card,Completed,3.6
ORD-002751,2025-02-03,CUST-00178,59.0,South,In-Store,Beauty,Lip Gloss Set,10.44,4,20,33.41,Debit Card,Returned,2.8
ORD-002752,2025-04-01,CUST-00544,32.0,East,Marketplace,Electronics,Wireless Earbuds,63.3,4,0,253.2,Crypto,Completed,4.1
ORD-002753,2026-04-12,CUST-00830,66.0,West,In-Store,Home & Kitchen,Coffee Maker,81.68,1,15,69.43,Credit Card,Completed,2.0
ORD-002754,2025-12-15,CUST-00421,47.0,Central,Mobile App,Home & Kitchen,Knife Set,75.8,1,0,75.8,Debit Card,Pending,4.6
ORD-002755,2025-12-12,CUST-00995,36.0,Central,Mobile App,Electronics,Laptop Stand,49.17,1,5,46.71,Credit Card,Completed,3.6
ORD-002756,2025-07-15,CUST-00806,,,Website,Toys,Puzzle 1000pc,19.45,1,5,18.48,Credit Card,Completed,
ORD-002757,2026-07-12,CUST-00729,39.0,South,Mobile App,Toys,Puzzle 1000pc,34.54,1,0,34.54,Credit Card,Pending,3.2
ORD-002758,2025-02-01,CUST-00030,38.0,North,Mobile App,Beauty,Hair Dryer,38.93,1,10,35.04,Crypto,Cancelled,3.5
ORD-002759,2026-05-21,CUST-00423,26.0,North,Mobile App,Sports,Resistance Bands,20.39,1,0,20.39,Gift Card,Completed,
ORD-002760,2026-01-05,CUST-00524,66.0,North,Mobile App,Electronics,Smartwatch,249.79,2,0,499.58,Debit Card,Completed,1.4
ORD-002761,2026-03-14,CUST-00435,20.0,Central,Mobile App,Toys,Remote Car,42.13,2,0,84.26,PayPal,Cancelled,5.0
ORD-002762,2024-09-27,CUST-00469,59.0,East,Marketplace,Electronics,Wireless Earbuds,81.32,1,0,81.32,Debit Card,Completed,1.5
ORD-002763,2025-05-19,CUST-00073,62.0,East,In-Store,Automotive,Tire Inflator,37.44,2,15,63.65,PayPal,Completed,2.5
ORD-002764,2026-01-08,CUST-00352,33.0,Central,Mobile App,Sports,Water Bottle,23.76,1,5,22.57,PayPal,Completed,4.6
ORD-002765,2026-08-10,CUST-00454,,,Website,Toys,Remote Car,53.79,1,10,48.41,PayPal,Cancelled,
ORD-002766,2025-04-13,CUST-00321,60.0,South,Marketplace,Books,Fiction Novel,11.78,2,0,23.56,PayPal,Completed,4.8
ORD-002767,2026-02-13,CUST-00895,36.0,North,Mobile App,Home & Kitchen,Air Fryer,74.89,1,5,71.15,Debit Card,Completed,2.5
ORD-002768,2026-04-30,CUST-00042,19.0,South,Mobile App,Sports,Water Bottle,10.22,2,15,17.37,Crypto,Completed,2.9
ORD-002769,2026-03-09,CUST-00747,65.0,East,Mobile App,Home & Kitchen,Knife Set,76.87,1,0,76.87,Debit Card,Completed,4.1
ORD-002770,2026-05-30,CUST-00597,19.0,South,In-Store,Sports,Water Bottle,7.43,1,15,6.32,Crypto,Completed,4.2
ORD-002771,2024-11-28,CUST-00843,54.0,Central,In-Store,Sports,Yoga Mat,29.8,1,15,25.33,PayPal,Completed,2.4
ORD-002772,2025-07-09,CUST-00290,27.0,West,Mobile App,Beauty,Hair Dryer,70.99,1,15,60.34,PayPal,Completed,3.6
ORD-002773,2025-12-16,CUST-00922,32.0,Central,Website,Beauty,Perfume,106.56,1,0,106.56,Credit Card,Completed,4.9
ORD-002774,2024-12-30,CUST-00207,52.0,South,Mobile App,Sports,Gym Bag,88.8,1,5,84.36,Gift Card,Completed,2.8
ORD-002775,2026-06-27,CUST-00840,62.0,South,Website,Toys,LEGO Set,38.92,1,0,38.92,Credit Card,Completed,3.5
ORD-002776,2026-08-22,CUST-00095,,,Mobile App,Books,Fiction Novel,9.42,1,0,9.42,PayPal,Completed,
ORD-002777,2024-11-13,CUST-00072,70.0,Central,Website,Electronics,Bluetooth Speaker,126.98,1,10,114.28,Crypto,Completed,1.8
ORD-002778,2026-04-23,CUST-00158,62.0,North,Mobile App,Clothing,Winter Coat,193.55,1,0,193.55,Debit Card,Completed,3.9
ORD-002779,2025-03-16,CUST-00779,63.0,West,Marketplace,Books,Python Programming,24.38,1,0,24.38,Crypto,Completed,4.9
ORD-002780,2026-05-16,CUST-00223,48.0,Central,In-Store,Clothing,Polo Shirt,16.95,2,20,27.12,Credit Card,Completed,4.2
ORD-002781,2025-09-15,CUST-00115,69.0,South,Marketplace,Sports,Yoga Mat,27.98,2,20,44.77,Debit Card,Completed,2.0
ORD-002782,2025-11-27,CUST-00505,63.0,North,Website,Sports,Gym Bag,49.91,1,0,49.91,Gift Card,Completed,1.2
ORD-002783,2025-07-15,CUST-00367,43.0,West,Website,Automotive,Tire Inflator,56.99,1,15,-48.44,Credit Card,Returned,1.8
ORD-002784,2024-09-28,CUST-00516,19.0,North,Website,Electronics,Smartwatch,282.76,1,25,212.07,Credit Card,Completed,4.0
ORD-002785,2026-03-18,CUST-00211,43.0,North,Mobile App,Books,Fiction Novel,14.72,1,20,11.78,Crypto,Completed,
ORD-002786,2025-09-23,CUST-00733,24.0,South,In-Store,Toys,Puzzle 1000pc,29.66,1,0,29.66,Debit Card,Completed,1.1
ORD-002787,2026-04-29,CUST-00594,44.0,West,Marketplace,Beauty,Hair Dryer,73.45,1,15,62.43,Credit Card,Completed,
ORD-002788,2025-02-17,CUST-00865,36.0,North,Marketplace,Books,Data Science Guide,16.09,1,0,16.09,Crypto,Completed,3.0
ORD-002789,2024-11-10,CUST-00480,38.0,East,Mobile App,Books,Fiction Novel,29.74,1,0,29.74,Credit Card,Returned,1.6
ORD-002790,2025-05-18,CUST-00281,44.0,East,Website,Home & Kitchen,Knife Set,57.63,1,5,54.75,Credit Card,Completed,4.6
ORD-002791,2025-01-14,CUST-00170,30.0,South,Mobile App,Electronics,Smartwatch,262.36,2,10,472.25,Gift Card,Completed,3.8
ORD-002792,2026-05-07,CUST-00976,41.0,South,Mobile App,Toys,Doll Set,51.78,1,0,51.78,Credit Card,Completed,2.0
ORD-002793,2025-12-16,CUST-00530,26.0,West,Marketplace,Sports,Jump Rope,18.11,1,15,15.39,PayPal,Completed,4.1
ORD-002794,2025-09-21,CUST-00354,40.0,South,Mobile App,Electronics,USB-C Hub,29.83,1,5,28.34,Crypto,Completed,
ORD-002795,2025-02-17,CUST-00795,,East,Website,Sports,Yoga Mat,24.75,1,0,24.75,Credit Card,Completed,
ORD-002796,2025-05-27,CUST-00552,30.0,West,Website,Books,Cook Book,37.48,1,0,37.48,PayPal,Completed,
ORD-002797,2026-06-28,CUST-00410,40.0,North,Marketplace,Toys,LEGO Set,31.7,2,10,57.06,PayPal,Completed,2.5
